posting_id,date_posted,job_title,normalized_role,role_family,company,industry,city,state,country,work_mode,experience_level,employment_type,salary_min,salary_max,salary_period,salary_currency,required_skills,preferred_skills,education_requirement,years_experience_required,remote_eligible,description_excerpt,recruiter_name,recruiter_email,recruiter_phone,source_type,source_record_id,synthetic_record
CP-00163,2026-03-27,Firmware Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Robotics,Phoenix,AZ,United States,Remote,Senior,Full-time,104000.0,130000.0,year,USD,Arduino | Azure | Circuit Design | Communication | Git,MATLAB | Python,Associate degree,10,True,Synthetic senior opportunity in robotics focused on Arduino and collaborative problem solving.,Avery Wilson,avery.wilson65@example.com,(555) 555-0162,synthetic_job_board,SYN-20260327-00163,True
CP-00164,2026-04-30,SOC Analyst,Cybersecurity Analyst,Cybersecurity,Pioneer Aerospace Works,Government Technology,Atlanta,GA,United States,On-site,Entry Level,Part-time,68000.0,87000.0,year,USD,Communication | Cybersecurity | Incident Response | Linux | Networking | Python | SIEM,AWS | Azure,No degree specified,1,False,Synthetic entry level opportunity in government technology focused on Communication and collaborative problem solving.,Jordan Patel,jordan.patel66@example.net,(555) 555-0163,synthetic_job_board,SYN-20260430-00164,True
CP-00165,2026-04-22,Junior Web Developer,Junior Developer,Software Engineering,Harborlight HealthTech,Digital Agency,Denver,CO,United States,Hybrid,Associate,Full-time,54000.0,69000.0,year,USD,Git | HTML/CSS | JavaScript | Python | React | SQL,AWS | Linux | Project Management,Bachelor's degree,2,True,Synthetic associate opportunity in digital agency focused on Git and collaborative problem solving.,Reese Brown,reese.brown67@example.com,,synthetic_job_board,SYN-20260422-00165,True
CP-00166,2026-03-02,Network Engineer,Network Engineer,Information Technology,Summit Network Partners,Managed Services,Columbus,OH,United States,On-site,Entry Level,Full-time,52000.0,72000.0,year,USD,Cisco | Communication | Linux | Python,AWS | Git | SIEM,Associate degree,1,False,Synthetic entry level opportunity in managed services focused on Cisco and collaborative problem solving.,Skyler Lee,skyler.lee68@example.com,(555) 555-0165,synthetic_job_board,SYN-20260302-00166,True
CP-00167,2026-02-15,Data Analyst,Data Analyst,Data & Analytics,Peachtree Technology Group,Retail,San Diego,CA,United States,Hybrid,Entry Level,Full-time,,,year,USD,Communication | Data Visualization | Excel | Power BI | Python | SQL | Tableau,AWS | Git | Project Management | Statistics,High school diploma,2,True,Synthetic entry level opportunity in retail focused on Communication and collaborative problem solving.,Casey Smith,casey.smith69@example.net,(555) 555-0166,synthetic_job_board,SYN-20260215-00167,True
CP-00168,2026-02-10,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Front Range Controls,Robotics,Indianapolis,IN,United States,On-site,Entry Level,Full-time,,,year,USD,Arduino | C++ | Embedded C | Git | Linux | Microcontrollers,Altium | Communication | MATLAB | Python | RTOS,Bachelor's degree,0,False,Synthetic entry level opportunity in robotics focused on Arduino and collaborative problem solving.,Morgan Lewis,morgan.lewis70@example.org,(317) 555-0167,synthetic_job_board,SYN-20260210-00168,True
CP-00169,2026-03-23,Junior Developer,Junior Developer,Software Engineering,Redwood Product Studio,Education Technology,Raleigh,NC,United States,Remote,Associate,Full-time,63000.0,76000.0,year,USD,Azure | Communication | Git | JavaScript | Project Management | SQL,C++ | Java | Project Management,Bachelor's degree,2,True,Synthetic associate opportunity in education technology focused on Azure and collaborative problem solving.,Skyler Lewis,skyler.lewis71@example.com,(919) 555-0168,synthetic_job_board,SYN-20260323-00169,True
CP-00170,2026-06-23,Security Operations Analyst,Cybersecurity Analyst,Cybersecurity,Potomac Digital Services,Government Technology,Portland,OR,United States,Remote,Entry Level,Full-time,,,year,USD,AWS | Communication | Cybersecurity | Linux | Python,AWS | Azure | Git | Project Management | SQL,Bachelor's degree,1,True,Synthetic entry level opportunity in government technology focused on AWS and collaborative problem solving.,Taylor Martin,taylor.martin72@example.com,(555) 555-0169,synthetic_job_board,SYN-20260623-00170,True
CP-00171,2026-05-06,Backend Engineer,Software Engineer,Software Engineering,Great Lakes Data Cooperative,HealthTech,Baltimore,MD,United States,Remote,Associate,Full-time,78000.0,96000.0,year,USD,Communication | Git | Java | Linux | React,Azure | C++ | Communication | Docker | Project Management,Bachelor's degree,2,True,Synthetic associate opportunity in healthtech focused on Communication and collaborative problem solving.,Morgan Wilson,morgan.wilson73@example.com,(410) 555-0170,synthetic_job_board,SYN-20260506-00171,True
CP-00172,2026-04-29,Application Developer,Software Engineer,Software Engineering,Hoosier Automation Co.,FinTech,Columbus,OH,United States,Hybrid,Entry Level,Full-time,57000.0,74000.0,year,USD,AWS | Git | Python | SQL,Azure | Communication | Docker,No degree specified,0,True,Synthetic entry level opportunity in fintech focused on AWS and collaborative problem solving.,Riley Davis,riley.davis74@example.org,(555) 555-0171,synthetic_job_board,SYN-20260429-00172,True
CP-00173,2026-07-27,IT Support Specialist,IT Support Specialist,Information Technology,Summit Network Partners,Retail,Chicago,IL,United States,On-site,Internship,Internship,23000.0,32000.0,year,USD,Linux | Networking | Technical Support | Ticketing Systems,Azure | Project Management | Python,Bachelor's degree,0,False,Synthetic internship opportunity in retail focused on Linux and collaborative problem solving.,Reese Garcia,reese.garcia75@example.org,(555) 555-0172,synthetic_job_board,SYN-20260727-00173,True
CP-00174,2026-04-21,Backend Engineer,Software Engineer,Software Engineering,Redwood Product Studio,FinTech,Pittsburgh,PA,United States,Remote,Entry Level,Full-time,68000.0,94000.0,year,USD,AWS | Azure | Java | Linux,Docker | Project Management,No degree specified,2,True,Synthetic entry level opportunity in fintech focused on AWS and collaborative problem solving.,Cameron Lee,cameron.lee76@example.com,(555) 555-0173,synthetic_job_board,SYN-20260421-00174,True
CP-00175,2026-03-03,Associate Software Developer,Junior Developer,Software Engineering,Orchard Education Labs,Education Technology,Baltimore,MD,United States,Remote,Entry Level,Full-time,40000.0,58000.0,year,USD,AWS | Azure | Git | HTML/CSS | JavaScript | SQL,AWS | C++ | Java,Bachelor's degree,2,True,Synthetic entry level opportunity in education technology focused on AWS and collaborative problem solving.,Jordan Davis,jordan.davis77@example.org,(410) 555-0174,synthetic_job_board,SYN-20260303-00175,True
CP-00176,2026-05-22,Junior Network Engineer,Network Engineer,Information Technology,Summit Network Partners,Managed Services,Indianapolis,IN,United States,On-site,Entry Level,Full-time,,,year,USD,Cisco | Communication | Cybersecurity | Networking,AWS | Azure | Git | Project Management,No degree specified,1,False,Synthetic entry level opportunity in managed services focused on Cisco and collaborative problem solving.,Riley Garcia,riley.garcia78@example.org,(317) 555-0175,synthetic_job_board,SYN-20260522-00176,True
CP-00177,2026-02-03,Junior Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Pioneer Aerospace Works,Energy,Austin,TX,United States,Hybrid,Entry Level,Full-time,58000.0,76000.0,year,USD,Altium | AutoCAD | Communication | MATLAB | Python,Arduino | Embedded C | Git | LabVIEW | Project Management,Bachelor's degree,2,True,Synthetic entry level opportunity in energy focused on Altium and collaborative problem solving.,Taylor Nguyen,taylor.nguyen79@example.org,(512) 555-0176,synthetic_job_board,SYN-20260203-00177,True
CP-00178,2026-06-20,Electrical Design Engineer,Electrical Engineer,Electrical & Hardware Engineering,Peachtree Technology Group,Advanced Manufacturing,Raleigh,NC,United States,Hybrid,Mid Level,Full-time,78000.0,97000.0,year,USD,Altium | AutoCAD | C++ | Circuit Design | Communication,Arduino | Embedded C | Git | Project Management,Bachelor's degree,4,True,Synthetic mid level opportunity in advanced manufacturing focused on Altium and collaborative problem solving.,Casey Lee,casey.lee80@example.com,(919) 555-0177,synthetic_job_board,SYN-20260620-00178,True
CP-00179,2026-03-16,Backend Engineer,Software Engineer,Software Engineering,Keystone Energy Works,Software,Portland,OR,United States,Remote,Entry Level,Full-time,,,year,USD,AWS | JavaScript | Linux | Project Management,Azure | C++ | Docker | Project Management,High school diploma,0,True,Synthetic entry level opportunity in software focused on AWS and collaborative problem solving.,Avery Nguyen,avery.nguyen81@example.org,(555) 555-0178,synthetic_job_board,SYN-20260316-00179,True
CP-00180,2026-05-11,Firmware Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Pioneer Aerospace Works,Medical Devices,Chicago,IL,United States,On-site,Internship,Internship,45000.0,55000.0,year,USD,Circuit Design | Embedded C | Git | Linux | Microcontrollers,Altium | MATLAB,Bachelor's degree,0,False,Synthetic internship opportunity in medical devices focused on Circuit Design and collaborative problem solving.,Jordan Clark,jordan.clark82@example.net,(555) 555-0179,synthetic_job_board,SYN-20260511-00180,True
CP-00181,2026-05-19,Junior Developer,Junior Developer,Software Engineering,Harborlight HealthTech,Education Technology,Baltimore,MD,United States,On-site,Mid Level,Full-time,63000.0,82000.0,year,USD,Communication | Git | HTML/CSS | JavaScript | Python | React | SQL,AWS | C++ | Java | Linux | Project Management,Bachelor's degree,5,False,Synthetic mid level opportunity in education technology focused on Communication and collaborative problem solving.,Taylor Lewis,taylor.lewis83@example.net,(410) 555-0180,synthetic_job_board,SYN-20260519-00181,True
CP-00182,2026-02-25,IT Support Specialist,IT Support Specialist,Information Technology,Rainier Cloud Group,Retail,Indianapolis,IN,United States,On-site,Entry Level,Full-time,40000.0,51000.0,year,USD,Communication | Linux | Technical Support | Ticketing Systems,Cybersecurity | Project Management | Python,Bachelor's degree preferred,1,False,Synthetic entry level opportunity in retail focused on Communication and collaborative problem solving.,Reese Lee,reese.lee84@example.com,(317) 555-0181,synthetic_job_board,SYN-20260225-00182,True
CP-00183,2026-06-16,Electrical Design Engineer,Electrical Engineer,Electrical & Hardware Engineering,Liberty Financial Tech,Aerospace,Columbus,OH,United States,On-site,Internship,Internship,32000.0,46000.0,year,USD,Altium | C++ | Communication | MATLAB | PLC | Python,Arduino | LabVIEW | Project Management,Bachelor's degree,0,False,Synthetic internship opportunity in aerospace focused on Altium and collaborative problem solving.,Casey Smith,casey.smith85@example.net,(555) 555-0182,synthetic_job_board,SYN-20260616-00183,True
CP-00184,2026-02-18,Associate Product Analyst,Product Analyst,Data & Analytics,Great Lakes Data Cooperative,FinTech,Salt Lake City,UT,United States,Remote,Internship,Internship,35000.0,41000.0,year,USD,Communication | Data Visualization | Project Management | Python | SQL,JavaScript | Power BI | Project Management | Statistics | Tableau,Associate degree,0,True,Synthetic internship opportunity in fintech focused on Communication and collaborative problem solving.,Skyler Smith,skyler.smith86@example.org,(555) 555-0183,synthetic_job_board,SYN-20260218-00184,True
CP-00185,2026-06-04,SOC Analyst,Cybersecurity Analyst,Cybersecurity,Rainier Cloud Group,Cloud Services,Austin,TX,United States,Hybrid,Entry Level,Full-time,73000.0,93000.0,year,USD,Communication | Cybersecurity | Incident Response | Linux | Python | SIEM,Azure | Git | Project Management | SQL,Bachelor's degree,2,True,Synthetic entry level opportunity in cloud services focused on Communication and collaborative problem solving.,Parker Lewis,parker.lewis87@example.org,(512) 555-0184,synthetic_job_board,SYN-20260604-00185,True
CP-00186,2026-04-10,Application Developer,Software Engineer,Software Engineering,Orchard Education Labs,Software,San Diego,CA,United States,Hybrid,Mid Level,Full-time,108000.0,131000.0,year,USD,Java | JavaScript | Linux | React,Azure | C++ | Communication,Bachelor's degree,6,True,Synthetic mid level opportunity in software focused on Java and collaborative problem solving.,Morgan Clark,morgan.clark88@example.org,(555) 555-0185,synthetic_job_board,SYN-20260410-00186,True
CP-00187,2026-04-03,Industrial Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Front Range Controls,Food Production,Austin,TX,United States,Hybrid,Entry Level,Full-time,62000.0,79000.0,year,USD,Communication | Control Systems | MATLAB | Python,Arduino | Git | Project Management | Robotics,High school diploma,0,True,Synthetic entry level opportunity in food production focused on Communication and collaborative problem solving.,Morgan Davis,morgan.davis89@example.org,(512) 555-0186,synthetic_job_board,SYN-20260403-00187,True
CP-00188,2026-07-18,Network Operations Engineer,Network Engineer,Information Technology,Keystone Energy Works,Government Technology,Salt Lake City,UT,United States,Hybrid,Entry Level,Full-time,54000.0,76000.0,year,USD,Cisco | Communication | Cybersecurity | Linux | Networking | Python,AWS | Azure | Git | Project Management | SIEM,High school diploma,1,True,Synthetic entry level opportunity in government technology focused on Cisco and collaborative problem solving.,Skyler Smith,skyler.smith90@example.com,(555) 555-0187,synthetic_job_board,SYN-20260718-00188,True
CP-00189,2026-06-21,Junior Data Analyst,Data Analyst,Data & Analytics,Axiom Circuit Labs,Financial Services,Boston,MA,United States,On-site,Mid Level,Full-time,86000.0,108000.0,year,USD,Communication | Data Visualization | Excel | Power BI | Python | SQL | Tableau,AWS | Project Management,Bachelor's degree,4,False,Synthetic mid level opportunity in financial services focused on Communication and collaborative problem solving.,Drew Lewis,drew.lewis91@example.net,(555) 555-0188,synthetic_job_board,SYN-20260621-00189,True
CP-00190,2026-02-28,Product Analyst,Product Analyst,Data & Analytics,Potomac Digital Services,FinTech,Baltimore,MD,United States,Remote,Entry Level,Contract,51000.0,68000.0,year,USD,Communication | Excel | Product Analytics | Python | SQL,JavaScript | Power BI | Statistics,Associate degree,0,True,Synthetic entry level opportunity in fintech focused on Communication and collaborative problem solving.,Casey Martin,casey.martin92@example.com,(410) 555-0189,synthetic_job_board,SYN-20260228-00190,True
CP-00191,2026-05-09,Cybersecurity Analyst,Cybersecurity Analyst,Cybersecurity,Cascade Secure Systems,Government Technology,Salt Lake City,UT,United States,On-site,Entry Level,Full-time,59000.0,80000.0,year,USD,Incident Response | Linux | Python | SIEM,AWS | Azure | Project Management | SQL,No degree specified,2,False,Synthetic entry level opportunity in government technology focused on Incident Response and collaborative problem solving.,Parker Lee,parker.lee93@example.org,(555) 555-0190,synthetic_job_board,SYN-20260509-00191,True
CP-00192,2026-07-07,Firmware Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Northstar Robotics,Aerospace,Salt Lake City,UT,United States,Remote,Internship,Internship,39000.0,46000.0,year,USD,Arduino | Azure | Embedded C | Git | Microcontrollers | Project Management,Altium | Communication | MATLAB | Python | RTOS,No degree specified,0,True,Synthetic internship opportunity in aerospace focused on Arduino and collaborative problem solving.,Casey Brown,casey.brown94@example.net,(555) 555-0191,synthetic_job_board,SYN-20260707-00192,True
CP-00193,2026-07-04,Desktop Support Analyst,IT Support Specialist,Information Technology,Potomac Digital Services,Healthcare,Austin,TX,United States,Hybrid,Entry Level,Full-time,,,year,USD,Communication | Linux | Networking | Technical Support | Windows,Azure | Cybersecurity | Python,High school diploma,0,True,Synthetic entry level opportunity in healthcare focused on Communication and collaborative problem solving.,Skyler Davis,skyler.davis95@example.net,(512) 555-0192,synthetic_job_board,SYN-20260704-00193,True
CP-00194,2026-03-23,Digital Product Analyst,Product Analyst,Data & Analytics,Redwood Product Studio,Software,Raleigh,NC,United States,Remote,Entry Level,Full-time,54000.0,74000.0,year,USD,AWS | Azure | Project Management | Python,Power BI | Project Management,Bachelor's degree,2,True,Synthetic entry level opportunity in software focused on AWS and collaborative problem solving.,Parker Clark,parker.clark96@example.org,(919) 555-0193,synthetic_job_board,SYN-20260323-00194,True
CP-00195,2026-07-19,Backend Engineer,Software Engineer,Software Engineering,Blue Ridge Analytics,Software,Boston,MA,United States,Remote,Entry Level,Full-time,71000.0,92000.0,year,USD,Azure | Communication | Git | Java | Linux | Python | SQL,Azure | Communication | Docker | Project Management,No degree specified,0,True,Synthetic entry level opportunity in software focused on Azure and collaborative problem solving.,Avery Brown,avery.brown0@example.org,(555) 555-0194,synthetic_job_board,SYN-20260719-00195,True
CP-00196,2026-06-05,Controls Engineer,Automation Engineer,Electrical & Hardware Engineering,Axiom Circuit Labs,Logistics,Chicago,IL,United States,Remote,Mid Level,Full-time,,,year,USD,AWS | AutoCAD | Azure | Control Systems | Git | MATLAB | Project Management,Arduino | Project Management | SQL,Bachelor's degree,5,True,Synthetic mid level opportunity in logistics focused on AWS and collaborative problem solving.,Reese Clark,reese.clark1@example.net,(555) 555-0195,synthetic_job_board,SYN-20260605-00196,True
CP-00197,2026-03-29,Full Stack Engineer,Software Engineer,Software Engineering,Cascade Secure Systems,HealthTech,Minneapolis,MN,United States,On-site,Entry Level,Full-time,72000.0,88000.0,year,USD,AWS | Git | Java | JavaScript | Linux | React | SQL,C++ | Communication | Docker,Bachelor's degree,2,False,Synthetic entry level opportunity in healthtech focused on AWS and collaborative problem solving.,Reese Kim,reese.kim2@example.com,(555) 555-0196,synthetic_job_board,SYN-20260329-00197,True
CP-00198,2026-02-20,Information Security Analyst,Cybersecurity Analyst,Cybersecurity,Summit Network Partners,Cybersecurity,Portland,OR,United States,On-site,Entry Level,Part-time,,,year,USD,Communication | Cybersecurity | Python | SIEM,Azure | Project Management,No degree specified,0,False,Synthetic entry level opportunity in cybersecurity focused on Communication and collaborative problem solving.,Skyler Clark,skyler.clark3@example.org,(555) 555-0197,synthetic_job_board,SYN-20260220-00198,True
CP-00199,2026-04-01,Digital Product Analyst,Product Analyst,Data & Analytics,Great Lakes Data Cooperative,Consumer Technology,Raleigh,NC,United States,On-site,Senior,Full-time,93000.0,124000.0,year,USD,Communication | Data Visualization | Excel | Python | SQL,Power BI | Project Management | Tableau,High school diploma,6,False,Synthetic senior opportunity in consumer technology focused on Communication and collaborative problem solving.,Skyler Martin,skyler.martin4@example.net,(919) 555-0198,synthetic_job_board,SYN-20260401-00199,True
CP-00200,2026-07-10,Digital Product Analyst,Product Analyst,Data & Analytics,Cascade Secure Systems,Software,Phoenix,AZ,United States,Remote,Associate,Full-time,68000.0,94000.0,year,USD,AWS | Communication | Git | Product Analytics | Python,JavaScript | Power BI | Project Management | Tableau,Bachelor's degree,2,True,Synthetic associate opportunity in software focused on AWS and collaborative problem solving.,Riley Wilson,riley.wilson5@example.net,(555) 555-0199,synthetic_job_board,SYN-20260710-00200,True
CP-00201,2026-04-22,Junior Developer,Junior Developer,Software Engineering,Axiom Circuit Labs,E-commerce,Chicago,IL,United States,On-site,Mid Level,Full-time,70000.0,88000.0,year,USD,Communication | Git | HTML/CSS | JavaScript | Python | React | SQL,AWS | C++ | Java,No degree specified,5,False,Synthetic mid level opportunity in e-commerce focused on Communication and collaborative problem solving.,Reese Clark,reese.clark6@example.org,(555) 555-0100,synthetic_job_board,SYN-20260422-00201,True
CP-00202,2026-04-13,Backend Engineer,Software Engineer,Software Engineering,Hoosier Automation Co.,Cloud Services,Indianapolis,IN,United States,Remote,Mid Level,Full-time,81000.0,98000.0,year,USD,AWS | Azure | Communication | Git | JavaScript | Linux | SQL,Azure | C++ | Communication | Project Management,Bachelor's degree,5,True,Synthetic mid level opportunity in cloud services focused on AWS and collaborative problem solving.,Jordan Clark,jordan.clark7@example.com,(317) 555-0101,synthetic_job_board,SYN-20260413-00202,True
CP-00203,2026-05-07,Information Security Analyst,Cybersecurity Analyst,Cybersecurity,Great Lakes Data Cooperative,Cloud Services,Austin,TX,United States,Remote,Internship,Internship,37000.0,45000.0,year,USD,AWS | Cybersecurity | Git | Project Management,Git | SQL,Bachelor's degree preferred,0,True,Synthetic internship opportunity in cloud services focused on AWS and collaborative problem solving.,Parker Brown,parker.brown8@example.net,(512) 555-0102,synthetic_job_board,SYN-20260507-00203,True
CP-00204,2026-04-08,Infrastructure Engineer,Network Engineer,Information Technology,Great Lakes Data Cooperative,Telecommunications,Portland,OR,United States,On-site,Internship,Internship,33000.0,43000.0,year,USD,Cisco | Communication | Cybersecurity | Linux | Networking | Python,AWS | Git | Project Management | SIEM,Bachelor's degree preferred,0,False,Synthetic internship opportunity in telecommunications focused on Cisco and collaborative problem solving.,Morgan Kim,morgan.kim9@example.org,(555) 555-0103,synthetic_job_board,SYN-20260408-00204,True
CP-00205,2026-04-25,Backend Engineer,Software Engineer,Software Engineering,Harborlight HealthTech,FinTech,Columbus,OH,United States,Hybrid,Entry Level,Full-time,56000.0,81000.0,year,USD,Git | Java | JavaScript | Linux | Python | SQL,Azure | C++ | Communication | Docker | Project Management,Bachelor's degree,0,True,Synthetic entry level opportunity in fintech focused on Git and collaborative problem solving.,Casey Lewis,casey.lewis10@example.com,(555) 555-0104,synthetic_job_board,SYN-20260425-00205,True
CP-00206,2026-02-09,Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Summit Network Partners,Food Production,Phoenix,AZ,United States,On-site,Mid Level,Full-time,84000.0,111000.0,year,USD,AutoCAD | Communication | Control Systems | MATLAB | PLC | Python,Arduino | Git | Project Management | Robotics | SQL,Bachelor's degree,5,False,Synthetic mid level opportunity in food production focused on AutoCAD and collaborative problem solving.,Skyler Kim,skyler.kim11@example.net,(555) 555-0105,synthetic_job_board,SYN-20260209-00206,True
CP-00207,2026-06-02,Information Security Analyst,Cybersecurity Analyst,Cybersecurity,Rainier Cloud Group,Financial Services,Indianapolis,IN,United States,Hybrid,Mid Level,Contract,80000.0,98000.0,year,USD,Communication | Cybersecurity | Incident Response | Networking | Python | SIEM,Azure | Git | Project Management | SQL,No degree specified,6,True,Synthetic mid level opportunity in financial services focused on Communication and collaborative problem solving.,Parker Martin,parker.martin12@example.com,(317) 555-0106,synthetic_job_board,SYN-20260602-00207,True
CP-00208,2026-05-17,Embedded Software Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Axiom Circuit Labs,Medical Devices,Boston,MA,United States,On-site,Internship,Internship,,,year,USD,C++ | Circuit Design | Embedded C | Git | Linux | Microcontrollers,Altium | Communication | Python | RTOS,,0,False,Synthetic internship opportunity in medical devices focused on C++ and collaborative problem solving.,Casey Lee,casey.lee13@example.com,(555) 555-0107,synthetic_job_board,SYN-20260517-00208,True
CP-00209,2026-03-22,Backend Engineer,Software Engineer,Software Engineering,Harborlight HealthTech,HealthTech,Minneapolis,MN,United States,Remote,Internship,Internship,40000.0,52000.0,year,USD,Azure | Communication | Java | Python | SQL,Azure | Project Management,High school diploma,0,True,Synthetic internship opportunity in healthtech focused on Azure and collaborative problem solving.,Drew Wilson,drew.wilson14@example.net,(555) 555-0108,synthetic_job_board,SYN-20260322-00209,True
CP-00210,2026-03-27,Backend Engineer,Software Engineer,Software Engineering,Blue Ridge Analytics,FinTech,Raleigh,NC,United States,Remote,Senior,Full-time,122000.0,147000.0,year,USD,AWS | Java | Project Management | Python,C++ | Communication | Project Management,Bachelor's degree,6,True,Synthetic senior opportunity in fintech focused on AWS and collaborative problem solving.,Drew Martin,drew.martin15@example.net,(919) 555-0109,synthetic_job_board,SYN-20260327-00210,True
CP-00211,2026-06-19,PLC Engineer,Automation Engineer,Electrical & Hardware Engineering,Northstar Robotics,Food Production,Pittsburgh,PA,United States,On-site,Senior,Full-time,104000.0,130000.0,year,USD,AutoCAD | Communication | Control Systems | MATLAB | PLC | Python,Arduino | Git | Project Management | Robotics | SQL,Bachelor's degree,10,False,Synthetic senior opportunity in food production focused on AutoCAD and collaborative problem solving.,Quinn Patel,quinn.patel16@example.org,(555) 555-0110,synthetic_job_board,SYN-20260619-00211,True
CP-00212,2026-06-09,Data Analyst,Data Analyst,Data & Analytics,Great Lakes Data Cooperative,Retail,Atlanta,GA,United States,On-site,Entry Level,Full-time,51000.0,62000.0,year,USD,Data Visualization | Power BI | Python | SQL | Tableau,AWS | Statistics,Associate degree,1,False,Synthetic entry level opportunity in retail focused on Data Visualization and collaborative problem solving.,Morgan Lee,morgan.lee17@example.org,(555) 555-0111,synthetic_job_board,SYN-20260609-00212,True
CP-00213,2026-03-29,Application Developer,Software Engineer,Software Engineering,Cascade Secure Systems,Cloud Services,Baltimore,MD,United States,Hybrid,Associate,Full-time,80000.0,110000.0,year,USD,Java | JavaScript | Linux | Python | SQL,Azure | C++ | Communication | Docker | Project Management,No degree specified,2,True,Synthetic associate opportunity in cloud services focused on Java and collaborative problem solving.,Cameron Wilson,cameron.wilson18@example.com,(410) 555-0112,synthetic_job_board,SYN-20260329-00213,True
CP-00214,2026-07-07,Application Developer,Software Engineer,Software Engineering,Harborlight HealthTech,HealthTech,San Diego,CA,United States,Remote,Senior,Part-time,141000.0,175000.0,year,USD,AWS | Git | Linux | Python | React,Azure | C++ | Communication,No degree specified,10,True,Synthetic senior opportunity in healthtech focused on AWS and collaborative problem solving.,Casey Garcia,casey.garcia19@example.com,(555) 555-0113,synthetic_job_board,SYN-20260707-00214,True
CP-00215,2026-04-13,Junior Developer,Junior Developer,Software Engineering,Redwood Product Studio,E-commerce,Denver,CO,United States,Hybrid,Internship,Internship,32000.0,44000.0,year,USD,Communication | Git | HTML/CSS | JavaScript | Python | React | SQL,AWS | C++ | Linux | Project Management,Bachelor's degree,0,True,Synthetic internship opportunity in e-commerce focused on Communication and collaborative problem solving.,Cameron Wilson,cameron.wilson20@example.com,(555) 555-0114,synthetic_job_board,SYN-20260413-00215,True
CP-00216,2026-07-09,Firmware Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Axiom Circuit Labs,Aerospace,Indianapolis,IN,United States,On-site,Entry Level,Full-time,66000.0,85000.0,year,USD,Arduino | C++ | Circuit Design | Embedded C | Git | Linux | Microcontrollers,Altium | Communication | RTOS,No degree specified,1,False,Synthetic entry level opportunity in aerospace focused on Arduino and collaborative problem solving.,Casey Patel,casey.patel21@example.net,(317) 555-0115,synthetic_job_board,SYN-20260709-00216,True
CP-00217,2026-07-25,Business Data Analyst,Data Analyst,Data & Analytics,Northstar Robotics,Consulting,Phoenix,AZ,United States,Remote,Entry Level,Full-time,,,year,USD,AWS | Azure | Data Visualization | Excel | Git | Python | Tableau,AWS | Git | Project Management | Statistics,Bachelor's degree,1,True,Synthetic entry level opportunity in consulting focused on AWS and collaborative problem solving.,Reese Smith,reese.smith22@example.org,(555) 555-0116,synthetic_job_board,SYN-20260725-00217,True
CP-00218,2026-06-11,SOC Analyst,Cybersecurity Analyst,Cybersecurity,Peachtree Technology Group,Cloud Services,Raleigh,NC,United States,Hybrid,Internship,Internship,34000.0,43000.0,year,USD,Communication | Cybersecurity | Incident Response | Networking | Python | SIEM,Project Management | SQL,Bachelor's degree preferred,0,True,Synthetic internship opportunity in cloud services focused on Communication and collaborative problem solving.,Drew Kim,drew.kim23@example.org,(919) 555-0117,synthetic_job_board,SYN-20260611-00218,True
CP-00219,2026-07-29,Embedded Software Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Blue Ridge Analytics,Medical Devices,Boston,MA,United States,On-site,Mid Level,Full-time,100000.0,123000.0,year,USD,Arduino | Circuit Design | Embedded C | Git | Linux,Altium | Communication | Python,No degree specified,6,False,Synthetic mid level opportunity in medical devices focused on Arduino and collaborative problem solving.,Riley Garcia,riley.garcia24@example.com,(555) 555-0118,synthetic_job_board,SYN-20260729-00219,True
CP-00220,2026-05-29,Reporting Analyst,Data Analyst,Data & Analytics,Harborlight HealthTech,Healthcare,Minneapolis,MN,United States,On-site,Associate,Full-time,53000.0,77000.0,year,USD,Communication | Data Visualization | Excel | SQL | Tableau,Git | Statistics,Bachelor's degree,3,False,Synthetic associate opportunity in healthcare focused on Communication and collaborative problem solving.,Reese Nguyen,reese.nguyen25@example.net,(555) 555-0119,synthetic_job_board,SYN-20260529-00220,True
CP-00221,2026-06-22,Associate Software Developer,Junior Developer,Software Engineering,Pioneer Aerospace Works,E-commerce,Indianapolis,IN,United States,Remote,Entry Level,Full-time,44000.0,61000.0,year,USD,AWS | Communication | HTML/CSS | JavaScript | Python | React | SQL,Java | Project Management,Bachelor's degree,2,True,Synthetic entry level opportunity in e-commerce focused on AWS and collaborative problem solving.,Reese Nguyen,reese.nguyen26@example.net,(317) 555-0120,synthetic_job_board,SYN-20260622-00221,True
